School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City,IsPreK,IsElementary,IsMiddle,IsHigh,Normalized Test Scores,Normalized Academic Progress,Normalized Equity Scores,Composite Score,Score Category,Private,Public District,Public Charter,lat,lon
Dixie Canyon Community Charter School,"4220 Dixie Canyon Ave., Los Angeles, CA, 91423",7,6.0,9.0,6.0,"['Elementary school', 'Public charter']",4.0,https://www.greatschools.org/california/los-angeles/2031-Dixie-Canyon-Community-Charter-School/reviews/,https://www.greatschools.org/california/sherman-oaks/2031-Dixie-Canyon-Community-Charter-School/,Los Angeles,False,True,False,False,0.9,0.6,0.6,7.0,Above Average,False,True,False,33.962148,-118.404979
Dorris Place Elementary School,"2225 Dorris Place, Los Angeles, CA, 90031",7,7.0,7.0,6.0,"['Elementary school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2035-Dorris-Place-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2035-Dorris-Place-Elementary-School/,Los Angeles,False,True,False,False,0.7,0.7,0.6,7.0,Above Average,False,False,True,34.167621000000004,-118.45753106122449
Eagle Rock Elementary and Magnet Center,"2057 Fair Park Avenue, Los Angeles, CA, 90041",7,6.0,9.0,7.0,"['Elementary school', 'Public district']",3.7,https://www.greatschools.org/california/los-angeles/2042-Eagle-Rock-Elementary-And-Magnet-Center/reviews/,https://www.greatschools.org/california/los-angeles/2042-Eagle-Rock-Elementary-And-Magnet-Center/,Los Angeles,False,True,False,False,0.9,0.6,0.7,8.0,Above Average,False,False,True,34.1049914,-118.21605310167126
Elysian Heights ES Arts Magnet,"1562 Baxter Street, Los Angeles, CA, 90026",7,9.0,7.0,4.0,"['Elementary school', 'Public district']",4.9,https://www.greatschools.org/california/los-angeles/2056-Elysian-Heights-ES-Arts-Magnet-/reviews/,https://www.greatschools.org/california/los-angeles/2056-Elysian-Heights-ES-Arts-Magnet-/,Los Angeles,False,True,False,False,0.7,0.9,0.4,7.0,Above Average,False,False,True,33.9729023,-118.40520414107043
Encino Charter Elementary School,"16941 Addison St., Los Angeles, CA, 91316",7,6.0,9.0,8.0,"['Elementary school', 'Public charter']",4.6,https://www.greatschools.org/california/los-angeles/2059-Encino-Charter-Elementary-School/reviews/,https://www.greatschools.org/california/encino/2059-Encino-Charter-Elementary-School/,Los Angeles,False,True,False,False,0.9,0.6,0.8,8.0,Above Average,False,True,False,34.102583232323234,-118.29320942424242
Franklin Avenue Elementary School,"1910 North Commonwealth Avenue, Los Angeles, CA, 90027",7,6.0,9.0,6.0,"['Elementary school', 'Public district']",4.1,https://www.greatschools.org/california/los-angeles/2088-Franklin-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2088-Franklin-Avenue-Elementary-School/,Los Angeles,False,True,False,False,0.9,0.6,0.6,7.0,Above Average,False,False,True,34.14786046464646,-118.424775
Gault Street Elementary School,"17000 Gault St., Los Angeles, CA, 91406",7,9.0,6.0,6.0,"['Elementary school', 'Public district']",4.1,https://www.greatschools.org/california/los-angeles/2102-Gault-Street-Elementary-School/reviews/,https://www.greatschools.org/california/lake-balboa/2102-Gault-Street-Elementary-School/,Los Angeles,False,True,False,False,0.6,0.9,0.6,7.0,Above Average,False,False,True,34.04584215,-118.54781983622684
Haynes Charter for Enriched Studies,"6624 Lockhurst Dr., Los Angeles, CA, 91307",7,6.0,9.0,7.0,"['Elementary school', 'Public charter']",4.0,https://www.greatschools.org/california/los-angeles/2138-Haynes-Charter-For-Enriched-Studies/reviews/,https://www.greatschools.org/california/west-hills/2138-Haynes-Charter-For-Enriched-Studies/,Los Angeles,False,True,False,False,0.9,0.6,0.7,8.0,Above Average,False,True,False,34.08911995,-118.27548241178441
Hoover Street Elementary School,"2726 Francis Avenue, Los Angeles, CA, 90005",7,6.0,8.0,8.0,"['Elementary school', 'Public district']",3.8,,https://www.greatschools.org/california/los-angeles/2152-Hoover-Street-Elementary-School/,Los Angeles,False,True,False,False,0.8,0.6,0.8,8.0,Above Average,False,False,True,34.28486613100133,-118.49376349032137
Kentwood Elementary School,"8401 Emerson Avenue, Los Angeles, CA, 90045",7,6.0,9.0,8.0,"['Elementary school', 'Public district']",5.0,https://www.greatschools.org/california/los-angeles/2172-Kentwood-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2172-Kentwood-Elementary-School/,Los Angeles,False,True,False,False,0.9,0.6,0.8,8.0,Above Average,False,False,True,34.06818479865772,-118.19279755033557
Kester Avenue Elementary School,"5353 Kester Ave., Los Angeles, CA, 91411",7,6.0,9.0,8.0,"['Elementary school', 'Public district']",4.0,https://www.greatschools.org/california/los-angeles/2173-Kester-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/van-nuys/2173-Kester-Avenue-Elementary-School/,Los Angeles,False,True,False,False,0.9,0.6,0.8,8.0,Above Average,False,False,True,34.16659368686869,-118.4384239090909
Knollwood Preparatory Academy,"11822 Gerald Ave., Los Angeles, CA, 91344",7,7.0,7.0,7.0,"['Elementary school', 'Public charter']",3.6,https://www.greatschools.org/california/los-angeles/2178-Knollwood-Preparatory-Academy/reviews/,https://www.greatschools.org/california/granada-hills/2178-Knollwood-Preparatory-Academy/,Los Angeles,False,True,False,False,0.7,0.7,0.7,7.0,Above Average,False,True,False,34.199293,-118.503464
Lorne Street Elementary School,"17440 Lorne St., Los Angeles, CA, 91325",7,8.0,7.0,7.0,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2208-Lorne-Street-Elementary-School/reviews/,https://www.greatschools.org/california/northridge/2208-Lorne-Street-Elementary-School/,Los Angeles,False,True,False,False,0.7,0.8,0.7,8.0,Above Average,False,False,True,34.105798375000006,-118.285134625
Los Feliz STEMM Magnet,"1740 North New Hampshire Avenue, Los Angeles, CA, 90027",7,6.0,7.0,8.0,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/los-angeles/2211-Los-Feliz-STEMM-Magnet/reviews/,https://www.greatschools.org/california/los-angeles/2211-Los-Feliz-STEMM-Magnet/,Los Angeles,False,True,False,False,0.7,0.6,0.8,7.0,Above Average,False,False,True,34.18138245,-118.4099815812034
Marquez Charter School,"16821 Marquez Ave., Los Angeles, CA, 90272",7,7.0,10.0,5.0,"['Elementary school', 'Public charter']",4.1,https://www.greatschools.org/california/los-angeles/2227-Marquez-Charter-School/reviews/,https://www.greatschools.org/california/pacific-palisades/2227-Marquez-Charter-School/,Los Angeles,False,True,False,False,1.0,0.7,0.5,8.0,Above Average,False,True,False,34.03555818791946,-118.36388116107382
Marvin Elementary School,"2411 South Marvin Avenue, Los Angeles, CA, 90016",7,10.0,6.0,5.0,"['Elementary school', 'Public district']",4.0,https://www.greatschools.org/california/los-angeles/2229-Marvin-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2229-Marvin-Elementary-School/,Los Angeles,False,True,False,False,0.6,1.0,0.5,7.0,Above Average,False,False,True,33.722171425546485,-118.32224296826357
Micheltorena Street Elementary School,"1511 Micheltorena Street, Los Angeles, CA, 90026",7,9.0,8.0,4.0,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/los-angeles/2239-Micheltorena-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2239-Micheltorena-Street-Elementary-School/,Los Angeles,False,True,False,False,0.8,0.9,0.4,7.0,Above Average,False,False,True,34.16178563265306,-118.50155208163265
John B. Monlux Elementary School,"6051 Bellaire Ave., Los Angeles, CA, 91606",7,6.0,7.0,7.0,"['Elementary school', 'Public district']",4.1,https://www.greatschools.org/california/los-angeles/2248-John-B.-Monlux-Elementary-School/reviews/,https://www.greatschools.org/california/north-hollywood/2248-John-B.-Monlux-Elementary-School/,Los Angeles,False,True,False,False,0.7,0.6,0.7,7.0,Above Average,False,False,True,33.99107071428571,-118.43246142857143
Multnomah Street Elementary School,"2101 North Indiana Avenue, Los Angeles, CA, 90032",7,7.0,7.0,6.0,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/2262-Multnomah-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2262-Multnomah-Street-Elementary-School/,Los Angeles,False,True,False,False,0.7,0.7,0.6,7.0,Above Average,False,False,True,33.9681085,-118.37839246803225
Open Charter Magnet School,"5540 West 77th Street, Los Angeles, CA, 90045",7,6.0,9.0,7.0,"['Elementary school', 'Public charter']",4.4,https://www.greatschools.org/california/los-angeles/2301-Open-Charter-Magnet-School/reviews/,https://www.greatschools.org/california/los-angeles/2301-Open-Charter-Magnet-School/,Los Angeles,False,True,False,False,0.9,0.6,0.7,8.0,Above Average,False,True,False,34.149896,-118.455176236146
Pomelo Community Charter School,"7633 March Ave., Los Angeles, CA, 91304",7,6.0,8.0,7.0,"['Elementary school', 'Public charter']",4.0,https://www.greatschools.org/california/los-angeles/2330-Pomelo-Community-Charter-School/reviews/,https://www.greatschools.org/california/west-hills/2330-Pomelo-Community-Charter-School/,Los Angeles,False,True,False,False,0.8,0.6,0.7,7.0,Above Average,False,True,False,34.05674884848485,-118.28497113131313
South Shores/Csudh Visual And Performing Arts,"2060 W. 35th St., Los Angeles, CA, 90732",7,6.0,7.0,7.0,"['Elementary school', 'Public district']",5.0,https://www.greatschools.org/california/los-angeles/2362-South-Shores-Csudh-Visual-And-Performing-Arts/reviews/,https://www.greatschools.org/california/san-pedro/2362-South-Shores-Csudh-Visual-And-Performing-Arts/,Los Angeles,False,True,False,False,0.7,0.6,0.7,7.0,Above Average,False,False,True,34.2127772244898,-118.50560116326531
San Pascual Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,"815 San Pascual Avenue, Los Angeles, CA, 90042",7,9.0,7.0,5.0,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2371-San-Pascual-Elementary-Science-Technology-Engineering-Arts-And-Mathematics-STEAM-Magnet-/reviews/,https://www.greatschools.org/california/los-angeles/2371-San-Pascual-Elementary-Science-Technology-Engineering-Arts-And-Mathematics-STEAM-Magnet-/,Los Angeles,False,True,False,False,0.7,0.9,0.5,7.0,Above Average,False,False,True,34.039418999999995,-118.3848745
Santa Monica Boulevard Community Charter School,"1022 North Van Ness Avenue, Los Angeles, CA, 90038",7,9.0,5.0,5.0,"['Elementary school', 'Public charter']",2.9,https://www.greatschools.org/california/los-angeles/2374-Santa-Monica-Boulevard-Community-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/2374-Santa-Monica-Boulevard-Community-Charter-School/,Los Angeles,False,True,False,False,0.5,0.9,0.5,7.0,Above Average,False,True,False,34.09531579548684,-118.15926825603535
Shenandoah Street Elementary School,"2450 South Shenandoah Street, Los Angeles, CA, 90034",7,9.0,6.0,6.0,"['Elementary school', 'Public district']",3.6,https://www.greatschools.org/california/los-angeles/2385-Shenandoah-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2385-Shenandoah-Street-Elementary-School/,Los Angeles,False,True,False,False,0.6,0.9,0.6,7.0,Above Average,False,False,True,34.24881476744186,-118.36947420930233
Sherman Oaks Elementary Charter School,"14755 Greenleaf St., Los Angeles, CA, 91403",7,6.0,8.0,6.0,"['Elementary school', 'Public charter']",3.9,https://www.greatschools.org/california/los-angeles/2387-Sherman-Oaks-Elementary-Charter-School/reviews/,https://www.greatschools.org/california/sherman-oaks/2387-Sherman-Oaks-Elementary-Charter-School/,Los Angeles,False,True,False,False,0.8,0.6,0.6,7.0,Above Average,False,True,False,33.95017063265306,-118.27856525510204
Short Avenue Elementary School,"12814 Maxella Avenue, Los Angeles, CA, 90066",7,8.0,8.0,4.0,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2389-Short-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2389-Short-Avenue-Elementary-School/,Los Angeles,False,True,False,False,0.8,0.8,0.4,7.0,Above Average,False,False,True,33.987227,-118.422324
Sierra Vista Elementary School,"4342 Alpha Street, Los Angeles, CA, 90032",7,6.0,8.0,7.0,"['Elementary school', 'Public district']",5.0,,https://www.greatschools.org/california/los-angeles/2391-Sierra-Vista-Elementary-School/,Los Angeles,False,True,False,False,0.8,0.6,0.7,7.0,Above Average,False,False,True,34.075937,-118.232301
Solano Avenue Elementary School,"615 Solano Avenue, Los Angeles, CA, 90012",7,5.0,8.0,8.0,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/los-angeles/2396-Solano-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2396-Solano-Avenue-Elementary-School/,Los Angeles,False,True,False,False,0.8,0.5,0.8,7.0,Above Average,False,False,True,34.158627,-118.609265
Stagg Street Elementary School,"7839 Amestoy Ave., Los Angeles, CA, 91406",7,8.0,7.0,6.0,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2398-Stagg-Street-Elementary-School/reviews/,https://www.greatschools.org/california/van-nuys/2398-Stagg-Street-Elementary-School/,Los Angeles,False,True,False,False,0.7,0.8,0.6,7.0,Above Average,False,False,True,34.089338626262624,-118.31562839393939
Stonehurst Avenue Elementary School,"9851 Stonehurst Ave., Los Angeles, CA, 91352",7,8.0,8.0,6.0,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/los-angeles/2403-Stonehurst-Avenue-Elementary-School/reviews/,https://www.greatschools.org/california/sun-valley/2403-Stonehurst-Avenue-Elementary-School/,Los Angeles,False,True,False,False,0.8,0.8,0.6,8.0,Above Average,False,False,True,34.05763325682752,-118.17251563262248
Twenty-Fourth Street Elementary School,"2055 West 24th Street, Los Angeles, CA, 90018",7,9.0,6.0,6.0,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/los-angeles/2437-Twenty-Fourth-Street-Elementary-School/reviews/,https://www.greatschools.org/california/los-angeles/2437-Twenty-Fourth-Street-Elementary-School/,Los Angeles,False,True,False,False,0.6,0.9,0.6,7.0,Above Average,False,False,True,33.98702653061225,-118.27450038775511
Watts Learning Center,"310 West 95th Street, Los Angeles, CA, 90003",7,9.0,5.0,5.0,"['Elementary school', 'Public charter']",3.5,https://www.greatschools.org/california/los-angeles/2476-Watts-Learning-Center/reviews/,https://www.greatschools.org/california/los-angeles/2476-Watts-Learning-Center/,Los Angeles,False,True,False,False,0.5,0.9,0.5,7.0,Above Average,False,True,False,34.11906095,-118.17223790164502
Woodland Hills Elementary Charter For Enriched Studies,"22201 San Miguel St., Los Angeles, CA, 91364",7,6.0,9.0,7.0,"['Elementary school', 'Public charter']",3.9,https://www.greatschools.org/california/los-angeles/2501-Woodland-Hills-Elementary-Charter-For-Enriched-Studies/reviews/,https://www.greatschools.org/california/woodland-hills/2501-Woodland-Hills-Elementary-Charter-For-Enriched-Studies/,Los Angeles,False,True,False,False,0.9,0.6,0.7,8.0,Above Average,False,True,False,34.2525261,-118.5632549
Goethe International Charter School,"12500 Braddock Drive, Los Angeles, CA, 90066",7,6.0,9.0,5.0,"['Elementary school', 'Middle school', 'Public charter']",4.2,https://www.greatschools.org/california/los-angeles/25124-Goethe-International-Charter-School/reviews/,https://www.greatschools.org/california/los-angeles/25124-Goethe-International-Charter-School/,Los Angeles,False,True,True,False,0.9,0.6,0.5,7.0,Above Average,False,True,False,33.86562779591837,-118.17604557142857
Alta California Elementary School,"14859 Rayen St., Los Angeles, CA, 91402",7,8.0,5.0,6.0,"['Elementary school', 'Public district']",3.0,,https://www.greatschools.org/california/panorama-city/25369-Alta-California-Elementary-School/,Los Angeles,False,True,False,False,0.5,0.8,0.6,7.0,Above Average,False,False,True,34.01451,-118.260759
